User_ID,Job_ID,User_Skills,Job_Requirements,User_Skill_Count,Job_Req_Count,Skill_Overlap_Count,Match_Score_Band,Education_Level,Experience_Years,Location,Job_Role
U102503,J202503,"Python, Pandas, Kubernetes, Statistics","Data Analysis, Machine Learning, AWS, Pandas, Communication, Power BI",4,6,1,Low,High School,10,Pune,Data Analyst
U102504,J202504,"Java, SQL, Machine Learning, Pandas","TensorFlow, Java, NumPy, Leadership, Deep Learning, C++, NLP",4,7,1,Low,Master,6,Chennai,ML Engineer
U102505,J202505,"Excel, Leadership, AWS, Python, Data Analysis","SQL, Java, Leadership, NumPy, C++",5,5,1,Low,PhD,3,Hyderabad,Business Analyst
U102506,J202506,"SQL, Power BI, Deep Learning, NLP, C++, Machine Learning","AWS, NLP, Pandas, Power BI, Data Analysis, Statistics, Java",6,7,2,Low,Master,1,Pune,Business Analyst
U102507,J202507,"AWS, Kubernetes, Power BI, Deep Learning, Python, SQL, Communication","Machine Learning, Data Analysis, Python, Kubernetes, TensorFlow, Tableau",7,6,2,Medium,PhD,2,Pune,DevOps Engineer
U102508,J202508,"Leadership, Excel, Tableau, Statistics, TensorFlow, Data Analysis, AWS","TensorFlow, Deep Learning, Python, C++, Tableau, Machine Learning",7,6,2,Medium,High School,1,Bangalore,ML Engineer
U102509,J202509,"Kubernetes, Deep Learning, Statistics, Java, Machine Learning, Communication, C++","Communication, Tableau, Excel, TensorFlow",7,4,1,Low,High School,5,Hyderabad,ML Engineer
U102510,J202510,"AWS, TensorFlow, Power BI","Python, NumPy, Machine Learning, Deep Learning",3,4,0,Low,PhD,10,Chennai,Software Engineer
U102511,J202511,"Machine Learning, NLP, Power BI, Pandas, C++","Communication, Statistics, NLP, Power BI, Tableau, C++, TensorFlow",5,7,3,Medium,High School,2,Mumbai,Backend Developer
U102512,J202512,"Python, C++, Excel","Kubernetes, Machine Learning, TensorFlow, Power BI, Java, NLP",3,6,0,Low,Bachelor,2,Bangalore,Data Scientist
U102513,J202513,"NLP, NumPy, Deep Learning","Statistics, Python, Power BI",3,3,0,Low,High School,6,Delhi,Backend Developer
U102514,J202514,"Communication, Tableau, Leadership, Data Analysis","AWS, NLP, NumPy, Docker, Data Analysis",4,5,1,Low,PhD,10,Hyderabad,DevOps Engineer
U102515,J202515,"Excel, AWS, Pandas","Tableau, Kubernetes, Leadership, Python, TensorFlow, Statistics",3,6,0,Low,Bachelor,5,Mumbai,ML Engineer
U102516,J202516,"Excel, Pandas, Communication, Tableau, Statistics, Python","Deep Learning, Docker, Machine Learning",6,3,0,Low,PhD,9,Delhi,Data Scientist
U102517,J202517,"Machine Learning, NLP, TensorFlow, Communication, Tableau","Docker, Power BI, Tableau, TensorFlow, Deep Learning, Python, SQL",5,7,2,Low,Bachelor,3,Pune,Backend Developer
U102518,J202518,"Kubernetes, Pandas, SQL, Power BI, Tableau, Excel","Leadership, Power BI, NumPy, Pandas, Java, NLP, Machine Learning",6,7,2,Low,High School,3,Hyderabad,Data Analyst
U102519,J202519,"AWS, Python, Leadership, Kubernetes","Kubernetes, Pandas, Data Analysis, Java",4,4,1,Low,High School,7,Bangalore,Backend Developer
U102520,J202520,"C++, Leadership, Deep Learning, Python, Kubernetes, Machine Learning","C++, Machine Learning, Pandas, Docker, Power BI, Communication, Excel",6,7,2,Low,PhD,7,Hyderabad,DevOps Engineer
U102521,J202521,"Docker, NLP, Tableau, TensorFlow, Machine Learning","AWS, Deep Learning, Communication, Leadership, SQL, Docker, C++",5,7,1,Low,PhD,2,Delhi,Backend Developer
U102522,J202522,"Power BI, TensorFlow, Statistics, NumPy, Java, C++, SQL","Machine Learning, Kubernetes, Tableau, NLP",7,4,0,Low,Bachelor,3,Hyderabad,ML Engineer
U102523,J202523,"AWS, TensorFlow, Data Analysis","SQL, Communication, NLP",3,3,0,Low,Bachelor,4,Mumbai,Backend Developer
U102524,J202524,"Data Analysis, Pandas, Excel, NLP, Power BI, Leadership","Excel, Machine Learning, Communication, Statistics",6,4,1,Low,High School,2,Pune,Data Analyst
U102525,J202525,"Communication, Leadership, Python, NumPy, C++","Tableau, TensorFlow, Java, Leadership, Deep Learning",5,5,1,Low,Master,8,Pune,Data Scientist
U102526,J202526,"Deep Learning, C++, TensorFlow, Leadership, Python, NumPy","Leadership, Tableau, Docker",6,3,1,Medium,High School,6,Bangalore,Data Scientist
U102527,J202527,"Statistics, C++, Machine Learning, TensorFlow, Java, SQL, AWS","Python, Excel, TensorFlow, NumPy, Data Analysis",7,5,1,Low,Master,7,Bangalore,Software Engineer
U102528,J202528,"Java, SQL, Python, Tableau, Kubernetes","TensorFlow, Deep Learning, AWS, Pandas",5,4,0,Low,High School,4,Pune,Data Analyst
U102529,J202529,"Python, NLP, Machine Learning, Statistics, SQL, TensorFlow, Leadership","AWS, Communication, TensorFlow, Docker, Power BI, Kubernetes, NLP",7,7,2,Low,Bachelor,5,Hyderabad,Data Analyst
U102530,J202530,"Data Analysis, Statistics, Pandas","C++, Python, Docker, NumPy, TensorFlow, AWS",3,6,0,Low,Master,9,Delhi,Data Scientist
U102531,J202531,"Java, Deep Learning, Docker, Kubernetes, Pandas, TensorFlow, Statistics","Deep Learning, Kubernetes, Docker",7,3,3,High,Bachelor,2,Delhi,Data Scientist
U102532,J202532,"Statistics, Docker, C++, Excel, Communication","Deep Learning, Java, Machine Learning",5,3,0,Low,Master,5,Bangalore,Data Analyst
U102533,J202533,"Statistics, NumPy, Machine Learning, Pandas, Docker","Tableau, Machine Learning, Docker, TensorFlow, Data Analysis, Communication",5,6,2,Medium,Master,5,Pune,Data Analyst
U102534,J202534,"Leadership, Kubernetes, Java","Statistics, NumPy, Machine Learning, Deep Learning",3,4,0,Low,Bachelor,3,Hyderabad,Business Analyst
U102535,J202535,"Kubernetes, NumPy, TensorFlow, Communication, Java","Deep Learning, AWS, Docker, Python",5,4,0,Low,Master,0,Chennai,Business Analyst
U102536,J202536,"Statistics, NumPy, Machine Learning, Communication, Java, Docker, Data Analysis","Java, SQL, Excel, NumPy, NLP",7,5,2,Medium,Master,8,Delhi,Data Scientist
U102537,J202537,"Python, NLP, Excel, Docker, AWS, Data Analysis","Docker, C++, TensorFlow",6,3,1,Medium,High School,2,Chennai,Data Scientist
U102538,J202538,"Leadership, Docker, Pandas, Deep Learning","Kubernetes, C++, Machine Learning, Data Analysis, Communication, Excel",4,6,0,Low,High School,10,Pune,Data Scientist
U102539,J202539,"Power BI, Tableau, Data Analysis","Data Analysis, Communication, Tableau, Java, TensorFlow",3,5,2,Medium,Bachelor,3,Pune,DevOps Engineer
U102540,J202540,"Deep Learning, Tableau, Leadership, Data Analysis","Leadership, Power BI, Machine Learning, Statistics, Pandas",4,5,1,Low,Master,7,Delhi,Data Scientist
U102541,J202541,"C++, Data Analysis, Power BI, Kubernetes, AWS, Statistics, Docker","Leadership, Java, AWS, Kubernetes, Pandas",7,5,2,Medium,Master,6,Hyderabad,ML Engineer
U102542,J202542,"Kubernetes, SQL, Leadership, C++","NumPy, Statistics, NLP",4,3,0,Low,Bachelor,10,Hyderabad,Software Engineer
U102543,J202543,"Java, Kubernetes, Excel, Communication, Power BI","Docker, Tableau, Python",5,3,0,Low,PhD,1,Mumbai,Backend Developer
U102544,J202544,"Excel, AWS, Communication, Power BI, Docker, Data Analysis","Python, AWS, Tableau, NLP",6,4,1,Low,Master,2,Chennai,Business Analyst
U102545,J202545,"NLP, NumPy, Docker, Pandas, Communication","Tableau, Kubernetes, Statistics",5,3,0,Low,Bachelor,7,Delhi,DevOps Engineer
U102546,J202546,"Java, TensorFlow, Kubernetes, Power BI, Deep Learning, Pandas, Python","NumPy, Tableau, Excel, C++, TensorFlow",7,5,1,Low,High School,0,Chennai,Business Analyst
U102547,J202547,"TensorFlow, Pandas, SQL, Leadership, Power BI","NumPy, Excel, Kubernetes, Pandas, Data Analysis, AWS, Statistics",5,7,1,Low,PhD,1,Bangalore,ML Engineer
U102548,J202548,"C++, Power BI, Kubernetes","Machine Learning, Power BI, Kubernetes, NLP, TensorFlow",3,5,2,Medium,PhD,9,Chennai,Business Analyst
U102549,J202549,"Deep Learning, AWS, Tableau, C++, Kubernetes, Python","Excel, SQL, Pandas",6,3,0,Low,Master,3,Chennai,Business Analyst
U102550,J202550,"Power BI, Java, Communication","Data Analysis, C++, SQL",3,3,0,Low,PhD,8,Hyderabad,Data Analyst
U102551,J202551,"AWS, Tableau, Docker, Deep Learning, Statistics, Java, SQL","Communication, Docker, Leadership, Power BI, C++, Tableau, Python",7,7,2,Low,Bachelor,8,Hyderabad,Business Analyst
U102552,J202552,"Docker, SQL, Statistics, NumPy","TensorFlow, AWS, NLP, Tableau, Python",4,5,0,Low,Master,5,Mumbai,DevOps Engineer
U102553,J202553,"Python, Docker, Java, SQL","NLP, NumPy, Excel",4,3,0,Low,High School,4,Chennai,Backend Developer
U102554,J202554,"Python, Machine Learning, Statistics, Tableau","Leadership, Statistics, Deep Learning, Excel, SQL, Communication, Power BI",4,7,1,Low,Master,6,Pune,Backend Developer
U102555,J202555,"Java, Tableau, NLP, Leadership","TensorFlow, Tableau, Leadership, Kubernetes, Data Analysis, Deep Learning, SQL",4,7,2,Low,PhD,7,Hyderabad,DevOps Engineer
U102556,J202556,"AWS, NLP, Leadership","Machine Learning, Excel, C++, SQL, Java",3,5,0,Low,Master,2,Chennai,ML Engineer
U102557,J202557,"AWS, Statistics, Deep Learning, Python","Python, Pandas, Docker, Tableau, Leadership, Communication, Deep Learning",4,7,2,Low,PhD,3,Bangalore,DevOps Engineer
U102558,J202558,"AWS, Docker, Tableau, Pandas, Excel","Statistics, NLP, Data Analysis, Excel",5,4,1,Low,Bachelor,10,Hyderabad,DevOps Engineer
U102559,J202559,"Java, AWS, SQL, Statistics, Leadership, Communication, Python","Machine Learning, Tableau, Excel, Leadership, NumPy, Docker, TensorFlow",7,7,1,Low,Master,0,Hyderabad,Data Scientist
U102560,J202560,"Kubernetes, TensorFlow, Data Analysis, Excel, NLP, Tableau, Statistics","NLP, TensorFlow, NumPy, AWS, Power BI",7,5,2,Medium,Master,1,Hyderabad,Software Engineer
U102561,J202561,"Machine Learning, Python, Deep Learning, Leadership, NLP","Java, Deep Learning, AWS, TensorFlow, Statistics, Kubernetes, Excel",5,7,1,Low,Bachelor,7,Hyderabad,Data Analyst
U102562,J202562,"Kubernetes, Excel, Python, Deep Learning","NumPy, TensorFlow, Tableau, Java",4,4,0,Low,Master,4,Delhi,Software Engineer
U102563,J202563,"Deep Learning, Statistics, Machine Learning, Pandas, Tableau","Communication, Tableau, NumPy",5,3,1,Medium,High School,8,Pune,Business Analyst
U102564,J202564,"NLP, Tableau, Kubernetes, SQL","Deep Learning, Tableau, Power BI, Python, Communication, C++, Java",4,7,1,Low,High School,2,Bangalore,Data Analyst
U102565,J202565,"Statistics, Python, Leadership, Deep Learning, Excel, Kubernetes, SQL","TensorFlow, SQL, Data Analysis, AWS",7,4,1,Low,High School,6,Hyderabad,ML Engineer
U102566,J202566,"Python, Pandas, Power BI, Docker, Tableau, AWS, TensorFlow","TensorFlow, Communication, Power BI, Docker, Data Analysis, Java",7,6,3,Medium,Master,0,Pune,Backend Developer
U102567,J202567,"Power BI, Statistics, Kubernetes, C++, Communication","Data Analysis, Machine Learning, Communication, Docker, Kubernetes, Statistics",5,6,3,Medium,Master,0,Chennai,Business Analyst
U102568,J202568,"NumPy, Python, TensorFlow, NLP, Communication, Excel, AWS","Tableau, C++, Deep Learning, Docker, Power BI, AWS, Statistics",7,7,1,Low,Master,4,Mumbai,Backend Developer
U102569,J202569,"Statistics, Machine Learning, Leadership","Leadership, Deep Learning, SQL, Excel, Pandas, Communication, Python",3,7,1,Low,High School,10,Delhi,Business Analyst
U102570,J202570,"Communication, Python, TensorFlow, NumPy","Leadership, TensorFlow, Kubernetes, Python, NLP, Power BI, SQL",4,7,2,Low,Master,3,Delhi,ML Engineer
U102571,J202571,"Statistics, Deep Learning, Excel, Power BI, AWS, Kubernetes, Java","Leadership, Power BI, C++",7,3,1,Medium,Master,8,Hyderabad,Backend Developer
U102572,J202572,"TensorFlow, AWS, NLP, Java","Communication, Deep Learning, SQL",4,3,0,Low,Master,8,Mumbai,Business Analyst
U102573,J202573,"Leadership, Pandas, NLP, Power BI, Machine Learning, Kubernetes","NumPy, NLP, Tableau, Machine Learning, TensorFlow",6,5,2,Medium,PhD,9,Pune,Data Analyst
U102574,J202574,"Java, Docker, Kubernetes, AWS","TensorFlow, Docker, C++, Leadership, Excel, NLP, Data Analysis",4,7,1,Low,High School,8,Hyderabad,Software Engineer
U102575,J202575,"Statistics, Machine Learning, Pandas, Power BI","Java, C++, Machine Learning, NumPy",4,4,1,Low,Master,5,Delhi,Software Engineer
U102576,J202576,"Docker, C++, Deep Learning, SQL, Machine Learning, Python","Leadership, Machine Learning, TensorFlow",6,3,1,Medium,Bachelor,3,Pune,Backend Developer
U102577,J202577,"Data Analysis, Power BI, C++","NumPy, Deep Learning, Communication, Kubernetes, Leadership, Docker, SQL",3,7,0,Low,High School,3,Pune,ML Engineer
U102578,J202578,"Pandas, Power BI, NLP, Docker, Data Analysis, SQL, C++","AWS, Kubernetes, Docker",7,3,1,Medium,High School,0,Chennai,Business Analyst
U102579,J202579,"NumPy, NLP, Data Analysis, Machine Learning, Tableau","Kubernetes, Data Analysis, Python, Docker, TensorFlow",5,5,1,Low,High School,1,Mumbai,Data Scientist
U102580,J202580,"Communication, Java, Power BI","Deep Learning, Tableau, Python, C++",3,4,0,Low,Master,1,Chennai,Backend Developer
U102581,J202581,"Kubernetes, TensorFlow, Python","Python, C++, Data Analysis, Excel, Pandas",3,5,1,Low,PhD,4,Pune,ML Engineer
U102582,J202582,"Excel, Pandas, Tableau, Communication, C++, NumPy, Power BI","Communication, AWS, Tableau",7,3,2,Medium,Bachelor,6,Chennai,Data Analyst
U102583,J202583,"C++, Pandas, Machine Learning, Statistics, Kubernetes, NLP","Docker, Statistics, Machine Learning, TensorFlow, Leadership, NumPy, C++",6,7,3,Medium,Master,1,Hyderabad,Data Scientist
U102584,J202584,"SQL, NumPy, C++, TensorFlow, Statistics, Excel, Docker","SQL, Statistics, Excel, Docker",7,4,4,High,PhD,5,Chennai,Data Analyst
U102585,J202585,"Kubernetes, Docker, Tableau, Deep Learning, Pandas, Java, NLP","Leadership, Communication, Power BI, Tableau, Data Analysis",7,5,1,Low,PhD,3,Chennai,Data Analyst
U102586,J202586,"Deep Learning, NumPy, NLP, Leadership, AWS, Power BI, C++","Communication, Tableau, Data Analysis, Pandas, C++, AWS, Docker",7,7,2,Low,Bachelor,6,Pune,Business Analyst
U102587,J202587,"NLP, Docker, Leadership, AWS, Java, Data Analysis, Pandas","AWS, Excel, Data Analysis, Kubernetes, Python, Pandas",7,6,3,Medium,Bachelor,4,Bangalore,ML Engineer
U102588,J202588,"Java, NLP, TensorFlow","Pandas, Statistics, Communication, NumPy, Java",3,5,1,Low,Master,5,Chennai,DevOps Engineer
U102589,J202589,"Tableau, Communication, AWS, Statistics, Excel, NLP, Deep Learning","Tableau, TensorFlow, Kubernetes, Docker, NLP, C++, Excel",7,7,3,Medium,Master,5,Chennai,Data Scientist
U102590,J202590,"Power BI, Python, Communication, Excel, Leadership, NLP","TensorFlow, Communication, AWS, Kubernetes",6,4,1,Low,PhD,8,Hyderabad,DevOps Engineer
U102591,J202591,"Data Analysis, AWS, Pandas, Kubernetes, TensorFlow, Docker","TensorFlow, Java, SQL",6,3,1,Medium,Bachelor,4,Delhi,Business Analyst
U102592,J202592,"NumPy, Communication, Statistics","Data Analysis, Excel, TensorFlow",3,3,0,Low,PhD,8,Chennai,ML Engineer
U102593,J202593,"Excel, Kubernetes, Data Analysis","Excel, Power BI, Statistics, Tableau, TensorFlow",3,5,1,Low,Bachelor,8,Bangalore,ML Engineer
U102594,J202594,"Data Analysis, Deep Learning, Leadership, Kubernetes, NumPy","Kubernetes, Power BI, Pandas",5,3,1,Medium,Master,3,Chennai,Data Analyst
U102595,J202595,"Java, NumPy, NLP, AWS","Data Analysis, AWS, Kubernetes, Leadership",4,4,1,Low,Master,9,Chennai,Business Analyst
U102596,J202596,"Statistics, Power BI, NumPy","Communication, Pandas, NLP, AWS, Deep Learning, C++, Docker",3,7,0,Low,Master,2,Delhi,Data Analyst
U102597,J202597,"Leadership, Power BI, C++","NLP, Data Analysis, Python, Power BI, TensorFlow",3,5,1,Low,Bachelor,10,Pune,Software Engineer
U102598,J202598,"Data Analysis, Docker, Pandas","AWS, SQL, Tableau, Python",3,4,0,Low,Bachelor,5,Bangalore,Business Analyst
U102599,J202599,"C++, NLP, Statistics, AWS, Pandas","Kubernetes, C++, Tableau, Machine Learning, Deep Learning",5,5,1,Low,Bachelor,0,Bangalore,Business Analyst
U102600,J202600,"NumPy, Docker, Java","Kubernetes, Docker, NLP, Data Analysis, Pandas",3,5,1,Low,Master,7,Delhi,DevOps Engineer
U102601,J202601,"TensorFlow, C++, AWS, Communication, Leadership, Excel","Power BI, Deep Learning, Communication, Java",6,4,1,Low,Bachelor,5,Mumbai,Data Analyst
U102602,J202602,"C++, Communication, Java, Pandas","NumPy, Data Analysis, Docker, SQL, Leadership, Power BI",4,6,0,Low,PhD,9,Pune,Software Engineer
U102603,J202603,"Python, Deep Learning, C++, Kubernetes, AWS, Data Analysis, TensorFlow","Pandas, C++, Python",7,3,2,Medium,PhD,9,Bangalore,DevOps Engineer
U102604,J202604,"Statistics, Excel, Docker, Leadership, Data Analysis, AWS, Tableau","Power BI, TensorFlow, Data Analysis, Docker, NumPy, Communication",7,6,2,Medium,PhD,1,Delhi,DevOps Engineer
U102605,J202605,"Kubernetes, AWS, NLP","Power BI, Leadership, TensorFlow, Data Analysis",3,4,0,Low,Bachelor,1,Chennai,DevOps Engineer
U102606,J202606,"Python, Machine Learning, Java, Data Analysis, Statistics, C++, Pandas","Leadership, Docker, C++",7,3,1,Medium,PhD,5,Chennai,Data Scientist
U102607,J202607,"Deep Learning, NLP, NumPy, Data Analysis, Docker, Leadership, SQL","NumPy, NLP, Statistics, Power BI, SQL, Tableau, Leadership",7,7,4,Medium,Bachelor,3,Delhi,ML Engineer
U102608,J202608,"Docker, Power BI, SQL, Tableau","Power BI, Pandas, NLP, Excel, TensorFlow, AWS",4,6,1,Low,PhD,10,Delhi,Data Analyst
U102609,J202609,"Power BI, Python, Tableau, Data Analysis, Leadership, NLP, AWS","Deep Learning, Docker, NumPy",7,3,0,Low,Master,8,Hyderabad,DevOps Engineer
U102610,J202610,"Java, NLP, TensorFlow, Python, Deep Learning, Tableau","Data Analysis, NumPy, Leadership",6,3,0,Low,PhD,7,Pune,Business Analyst
U102611,J202611,"Java, Deep Learning, Tableau, Kubernetes","C++, NumPy, Power BI",4,3,0,Low,High School,6,Chennai,Business Analyst
U102612,J202612,"Python, Deep Learning, Java, Communication, NLP","Python, Statistics, Machine Learning, NLP, AWS",5,5,2,Medium,Bachelor,3,Pune,Data Scientist
U102613,J202613,"Deep Learning, TensorFlow, AWS, NumPy","TensorFlow, NumPy, Docker",4,3,2,Medium,Bachelor,7,Chennai,Business Analyst
U102614,J202614,"Machine Learning, Power BI, NumPy, NLP, Pandas, C++","Docker, C++, Python, TensorFlow, NumPy",6,5,2,Medium,High School,5,Bangalore,Software Engineer
U102615,J202615,"Excel, Kubernetes, AWS, SQL, Statistics, Data Analysis","TensorFlow, NLP, Pandas",6,3,0,Low,High School,2,Hyderabad,Software Engineer
U102616,J202616,"Pandas, Statistics, NumPy, Communication, SQL, Kubernetes, Tableau","TensorFlow, Tableau, AWS, NLP, Python",7,5,1,Low,PhD,1,Hyderabad,Data Analyst
U102617,J202617,"NLP, Kubernetes, Leadership, Deep Learning","Deep Learning, Docker, NLP, Kubernetes",4,4,3,High,PhD,8,Chennai,Software Engineer
U102618,J202618,"Statistics, Deep Learning, TensorFlow, Data Analysis, Tableau","Docker, Tableau, Leadership, Deep Learning, C++",5,5,2,Medium,High School,10,Mumbai,Backend Developer
U102619,J202619,"Power BI, Docker, Pandas","Excel, Machine Learning, Kubernetes, Pandas, Tableau",3,5,1,Low,High School,1,Bangalore,DevOps Engineer
U102620,J202620,"Kubernetes, NumPy, Leadership, Machine Learning, Excel","SQL, Power BI, Tableau, TensorFlow, Data Analysis",5,5,0,Low,Bachelor,0,Mumbai,Business Analyst
U102621,J202621,"Pandas, Communication, Machine Learning, Docker, TensorFlow","Docker, C++, Pandas, NumPy, Power BI, NLP",5,6,2,Medium,Bachelor,10,Chennai,Data Scientist
U102622,J202622,"Data Analysis, Deep Learning, Kubernetes, TensorFlow, Tableau","Leadership, Python, Tableau, Machine Learning",5,4,1,Low,Bachelor,2,Hyderabad,Data Scientist
U102623,J202623,"Statistics, Leadership, Tableau","Power BI, Tableau, TensorFlow, NumPy, NLP, Statistics",3,6,2,Medium,Master,2,Bangalore,DevOps Engineer
U102624,J202624,"Kubernetes, SQL, Tableau, NLP, NumPy, Leadership, Power BI","Statistics, Deep Learning, Power BI, Leadership, TensorFlow, Machine Learning",7,6,2,Medium,Master,9,Delhi,Business Analyst
U102625,J202625,"Docker, SQL, Power BI, NLP","Leadership, Docker, AWS, Tableau, Excel, Communication, Kubernetes",4,7,1,Low,PhD,5,Hyderabad,Data Scientist
U102626,J202626,"Python, SQL, Leadership, Deep Learning, Data Analysis, Communication","Java, Communication, Deep Learning",6,3,2,Medium,PhD,2,Mumbai,DevOps Engineer
U102627,J202627,"C++, NLP, Kubernetes","Kubernetes, C++, Leadership",3,3,2,Medium,PhD,5,Delhi,ML Engineer
U102628,J202628,"SQL, Python, AWS","Docker, Excel, Data Analysis",3,3,0,Low,Master,8,Chennai,DevOps Engineer
U102629,J202629,"C++, Communication, Excel","Machine Learning, SQL, C++, Power BI, Tableau, Python",3,6,1,Low,High School,4,Pune,Data Analyst
U102630,J202630,"NLP, Power BI, Machine Learning, TensorFlow, NumPy, Leadership, Excel","C++, Power BI, Data Analysis, Excel, SQL, Kubernetes",7,6,2,Medium,Bachelor,5,Pune,Backend Developer
U102631,J202631,"NLP, Machine Learning, Leadership, Statistics, Python, Excel","Kubernetes, TensorFlow, Data Analysis, Statistics",6,4,1,Low,PhD,1,Hyderabad,ML Engineer
U102632,J202632,"Pandas, Kubernetes, Communication, NLP, Excel, Power BI, Docker","Deep Learning, Docker, Leadership, Excel",7,4,2,Medium,Bachelor,3,Delhi,ML Engineer
U102633,J202633,"Kubernetes, Java, Machine Learning, Python","Kubernetes, AWS, Power BI",4,3,1,Medium,PhD,10,Hyderabad,Backend Developer
U102634,J202634,"AWS, Docker, Leadership, Communication, Kubernetes","NumPy, TensorFlow, Kubernetes, Power BI, Statistics",5,5,1,Low,Master,1,Mumbai,Data Analyst
U102635,J202635,"AWS, Tableau, Pandas","Machine Learning, TensorFlow, Pandas",3,3,1,Medium,High School,4,Delhi,Backend Developer
U102636,J202636,"Statistics, NLP, C++, SQL, TensorFlow","Kubernetes, NumPy, Statistics, Deep Learning, Pandas, TensorFlow, Communication",5,7,2,Low,PhD,8,Pune,Data Analyst
U102637,J202637,"Java, Pandas, C++","Statistics, Machine Learning, Excel",3,3,0,Low,High School,10,Mumbai,Data Analyst
U102638,J202638,"Leadership, NumPy, Java, Data Analysis, Statistics, C++","C++, Deep Learning, Python, Tableau, Docker",6,5,1,Low,Bachelor,0,Hyderabad,Backend Developer
U102639,J202639,"Tableau, AWS, Leadership, Pandas, Kubernetes, C++","Deep Learning, Statistics, Pandas, SQL, Machine Learning, Tableau, Docker",6,7,2,Low,Bachelor,4,Hyderabad,ML Engineer
U102640,J202640,"Communication, Excel, Data Analysis, NLP","C++, Docker, Statistics, TensorFlow, Leadership, Kubernetes, Tableau",4,7,0,Low,High School,0,Delhi,Data Analyst
U102641,J202641,"Machine Learning, TensorFlow, Data Analysis, Power BI, Kubernetes","Python, Docker, NumPy",5,3,0,Low,Master,0,Pune,Backend Developer
U102642,J202642,"C++, SQL, TensorFlow, Pandas, NumPy, NLP","Statistics, Docker, Excel",6,3,0,Low,High School,0,Mumbai,Data Analyst
U102643,J202643,"Power BI, Docker, AWS, Pandas, Tableau","Power BI, Statistics, Machine Learning, Kubernetes, Docker, NLP",5,6,2,Medium,Master,10,Mumbai,Data Analyst
U102644,J202644,"Power BI, Statistics, Deep Learning","Machine Learning, Communication, Tableau, Deep Learning, Excel, Docker, Statistics",3,7,2,Low,Master,7,Mumbai,Data Analyst
U102645,J202645,"NumPy, Pandas, Communication","Statistics, SQL, Docker",3,3,0,Low,PhD,3,Hyderabad,Backend Developer
U102646,J202646,"Kubernetes, Data Analysis, TensorFlow, Python, Power BI, NLP, Machine Learning","NumPy, Python, Pandas, C++, Leadership",7,5,1,Low,PhD,9,Bangalore,Backend Developer
U102647,J202647,"Docker, Python, Machine Learning, Java, Kubernetes, Communication","Statistics, Kubernetes, SQL, Power BI, Tableau",6,5,1,Low,High School,8,Hyderabad,Data Scientist
U102648,J202648,"TensorFlow, Statistics, NumPy, Docker, Machine Learning","Leadership, AWS, Data Analysis, Excel, Docker, TensorFlow, Tableau",5,7,2,Low,Bachelor,5,Hyderabad,Backend Developer
U102649,J202649,"Kubernetes, Leadership, Power BI, Excel, AWS, Python, TensorFlow","C++, Communication, Pandas, Kubernetes",7,4,1,Low,PhD,8,Chennai,Backend Developer
U102650,J202650,"NumPy, TensorFlow, Kubernetes, Docker, Tableau, Leadership","NumPy, Excel, Statistics, Python, AWS, SQL, Machine Learning",6,7,1,Low,Bachelor,4,Delhi,Business Analyst
U102651,J202651,"Kubernetes, Python, Excel, Power BI, Deep Learning, NLP","Tableau, Data Analysis, Docker",6,3,0,Low,Bachelor,4,Chennai,Backend Developer
U102652,J202652,"Data Analysis, Tableau, Java, Machine Learning, TensorFlow","Communication, Docker, Power BI, SQL",5,4,0,Low,Master,9,Mumbai,Software Engineer
U102653,J202653,"Power BI, Statistics, NLP, NumPy","Docker, Statistics, Power BI, Excel, Python, C++",4,6,2,Medium,High School,4,Pune,Data Scientist
U102654,J202654,"TensorFlow, NumPy, Leadership","Machine Learning, Java, Excel",3,3,0,Low,PhD,7,Chennai,Business Analyst
U102655,J202655,"Excel, Machine Learning, Python, Tableau","SQL, C++, Java, Tableau, NumPy",4,5,1,Low,Master,9,Delhi,Software Engineer
U102656,J202656,"Tableau, C++, NumPy, Pandas, TensorFlow, NLP, Data Analysis","C++, Communication, Machine Learning, NLP, Data Analysis, Excel, Pandas",7,7,4,Medium,High School,9,Pune,Software Engineer
U102657,J202657,"Power BI, SQL, C++","Docker, Statistics, Tableau, AWS, NumPy, Pandas",3,6,0,Low,Bachelor,0,Chennai,Software Engineer
U102658,J202658,"Java, NLP, Machine Learning, Docker, C++, Power BI, SQL","SQL, Statistics, Tableau, Leadership, C++, Java, Docker",7,7,4,Medium,PhD,0,Chennai,Data Scientist
U102659,J202659,"Kubernetes, Excel, Power BI, Docker, Data Analysis, NLP, Leadership","Docker, Kubernetes, Power BI, Python, Excel, C++",7,6,4,Medium,PhD,3,Pune,DevOps Engineer
U102660,J202660,"Python, C++, Leadership, Pandas, Docker","Data Analysis, Kubernetes, C++",5,3,1,Medium,PhD,2,Pune,Business Analyst
U102661,J202661,"NumPy, Statistics, Communication, TensorFlow, SQL","Docker, Kubernetes, Python, Power BI, NumPy, AWS",5,6,1,Low,High School,6,Mumbai,DevOps Engineer
U102662,J202662,"Deep Learning, C++, SQL, Tableau, Docker","SQL, C++, NLP",5,3,2,Medium,High School,8,Chennai,Business Analyst
U102663,J202663,"Machine Learning, Power BI, Python, AWS, Pandas, SQL, Tableau","Statistics, Deep Learning, NLP, AWS, Leadership, Power BI",7,6,2,Medium,PhD,4,Mumbai,ML Engineer
