user_id,job_id,match_score,recommended,user_skill_count,job_req_count,skill_overlap_count,match_score_band
27786,145,0.996630158642458,1,3,4,3,Low
27787,438,0.108619914494899,0,3,3,1,Low
27788,27,0.505563928659474,0,3,3,0,Low
27789,208,0.704474625548093,0,2,3,0,Low
27790,309,0.508810108963516,0,5,5,4,Low
27791,429,0.41634758928375,0,2,4,1,Low
27792,122,0.7589505875006,0,4,2,1,Low
27793,139,0.208405879551603,0,3,3,2,Low
27794,249,0.976073409573729,1,4,2,1,Low
27795,360,0.928776262267476,1,3,4,1,Low
27796,70,0.326904371653051,0,4,2,0,Low
27797,434,0.805684710905287,1,2,2,0,Low
27798,480,0.288164523974912,0,4,3,2,Low
27799,90,0.778249890026875,0,4,2,1,Low
27800,466,0.0297095601592531,0,2,3,1,Low
27801,439,0.438091889847422,0,3,5,2,Low
27802,312,0.567934801482047,0,4,2,2,Low
27803,162,0.310201173984027,0,2,5,1,Low
27804,26,0.599923589072004,0,4,2,0,Low
27805,126,0.186953442323711,0,2,4,0,Low
27806,14,0.6735907232821,0,5,2,1,Low
27807,429,0.715379146744608,0,3,5,2,Low
27808,4,0.701030094645746,0,5,5,2,Low
27809,82,0.496736996565154,0,2,2,0,Low
27810,407,0.702921161320108,0,3,5,1,Low
27811,474,0.0171258298939114,0,3,5,1,Low
27812,150,0.878561386700524,1,3,3,0,Low
27813,311,0.0128049875630576,0,4,2,1,Low
27814,355,0.075456549615733,0,3,2,0,Low
27815,410,0.477765952295871,0,3,3,1,Low
27816,251,0.274895343137508,0,4,4,2,Low
27817,255,0.175399922770507,0,5,5,3,Low
27818,243,0.518928658189091,0,3,3,1,Low
27819,346,0.284365463786003,0,5,2,0,Low
27820,190,0.207771140096928,0,2,4,1,Low
27821,55,0.165585587708513,0,2,5,1,Low
27822,276,0.0300770179875109,0,2,2,0,Low
27823,169,0.279949057275304,0,3,3,2,Low
27824,369,0.0747007175659674,0,3,3,0,Low
27825,458,0.284637651471084,0,5,5,1,Low
27826,299,0.502022005238383,0,2,4,2,Low
27827,108,0.582403525417428,0,4,2,0,Low
27828,105,0.935223649509428,1,4,3,2,Low
27829,285,0.962513069772829,1,4,3,2,Low
27830,136,0.0136610306276659,0,5,5,1,Low
27831,427,0.163019747151836,0,4,2,0,Low
27832,433,0.622797222283908,0,5,5,1,Low
27833,239,0.400525839734077,0,5,3,1,Low
27834,144,0.653471221379781,0,4,2,1,Low
27835,193,0.0657469091260504,0,2,2,1,Low
27836,482,0.403483590789918,0,2,3,2,Low
27837,247,0.358731373053931,0,3,2,1,Low
27838,124,0.80045852387398,1,5,3,3,Low
27839,362,0.127877849380855,0,2,4,2,Low
27840,348,0.375447601347155,0,2,4,0,Low
27841,471,0.881478253474411,1,5,5,1,Low
27842,160,0.880444572381359,1,2,3,1,Low
27843,243,0.584597387792081,0,4,5,1,Low
27844,422,0.146945759982184,0,2,5,1,Low
27845,326,0.701671460439475,0,4,3,3,Low
27846,231,0.147835467671871,0,3,4,1,Low
27847,17,0.896848496698438,1,4,2,0,Low
27848,89,0.0343715566037099,0,3,5,0,Low
27849,51,0.721114661581302,0,2,2,0,Low
27850,190,0.29678338704838,0,3,2,0,Low
27851,64,0.139706487599152,0,5,4,2,Low
27852,90,0.596953580912691,0,5,3,1,Low
27853,294,0.33950790784156,0,5,5,2,Low
27854,203,0.915096983251805,1,3,3,1,Low
27855,33,0.728494127831233,0,5,5,2,Low
27856,246,0.43615033184818,0,2,5,2,Low
27857,181,0.362537231014109,0,5,3,2,Low
27858,500,0.691944642133689,0,3,4,2,Low
27859,171,0.796432587064853,0,3,3,1,Low
27860,247,0.71709801977294,0,5,4,2,Low
27861,232,0.533396666294206,0,3,4,1,Low
27862,279,0.775913961846007,0,4,2,1,Low
27863,65,0.587723749530297,0,4,3,1,Low
27864,138,0.973846859185573,1,4,5,2,Low
27865,446,0.255828502107717,0,3,3,2,Low
27866,496,0.633753187399248,0,5,5,1,Low
27867,257,0.928257203898619,1,4,2,0,Low
27868,112,0.640852681972343,0,3,3,1,Low
27869,360,0.816130515100423,1,4,4,1,Low
27870,97,0.67724173466539,0,4,2,2,Low
27871,471,0.27850140359205,0,4,5,1,Low
27872,116,0.0836355463689414,0,2,5,1,Low
27873,262,0.802973584877078,1,4,2,1,Low
27874,192,0.796983809079919,0,4,4,3,Low
27875,348,0.895218068559842,1,3,3,1,Low
27876,9,0.737935572617846,0,2,5,1,Low
27877,298,0.467324486236751,0,5,5,2,Low
27878,324,0.152266325266838,0,2,4,0,Low
27879,395,0.605472349645514,0,4,5,2,Low
27880,48,0.0100339036562668,0,5,2,1,Low
27881,348,0.0992871602358583,0,3,4,2,Low
27882,370,0.348747323112476,0,3,5,1,Low
27883,292,0.761185540813185,0,2,5,0,Low
27884,98,1.51709364977215e-05,0,3,4,2,Low
27885,453,0.171663690362152,0,2,4,0,Low
27886,143,0.839467895368606,1,2,3,0,Low
27887,289,0.348473941454838,0,2,2,1,Low
27888,464,0.227132688770179,0,3,3,0,Low
27889,66,0.0924442579787802,0,5,5,1,Low
27890,167,0.523248456335375,0,4,2,1,Low
27891,378,0.442652953627745,0,3,5,2,Low
27892,123,0.515313098780564,0,4,3,2,Low
27893,397,0.0850404254172917,0,5,3,2,Low
27894,74,0.00763064663386937,0,2,2,0,Low
27895,176,0.55929618515362,0,4,3,1,Low
27896,118,0.113270633798065,0,5,3,1,Low
27897,68,0.56568492073119,0,5,2,2,Low
27898,15,0.838289127138562,1,2,4,1,Low
27899,205,0.291665173546388,0,4,5,3,Low
27900,74,0.643177397088763,0,4,3,3,Low
27901,219,0.753765846647384,0,4,4,1,Low
27902,472,0.249329239022949,0,3,5,2,Low
27903,39,0.332410292726676,0,4,3,1,Low
27904,390,0.0729938099999736,0,5,5,4,Low
27905,341,0.311056405152045,0,3,5,1,Low
27906,302,0.726046434679763,0,3,5,1,Low
27907,323,0.506505176611204,0,3,3,0,Low
27908,155,0.708845571283219,0,3,4,2,Low
27909,104,0.265878707880111,0,2,5,1,Low
27910,418,0.537069975384001,0,4,4,1,Low
27911,242,0.642707216584183,0,2,2,0,Low
27912,480,0.900329365223291,1,2,4,0,Low
27913,35,0.0911772414936802,0,4,4,2,Low
27914,44,0.0702604886376402,0,5,4,1,Low
27915,363,0.293714048079137,0,5,2,0,Low
27916,35,0.113522985914025,0,4,2,0,Low
27917,306,0.458192762457232,0,5,5,3,Low
27918,344,0.349258532703961,0,5,3,2,Low
27919,164,0.473766742517165,0,5,4,1,Low
27920,71,0.0210187759900041,0,2,5,1,Low
27921,300,0.838242871177366,1,3,4,0,Low
27922,382,0.942091142902264,1,3,4,2,Low
27923,341,0.954036615040739,1,3,4,1,Low
27924,413,0.160774112158155,0,4,2,1,Low
27925,68,0.0842595409270507,0,3,2,0,Low
27926,234,0.848556134223903,1,3,3,0,Low
27927,296,0.121588490587875,0,2,4,1,Low
27928,79,0.176452451512031,0,3,2,0,Low
27929,55,0.748160577095841,0,5,5,2,Low
27930,253,0.745401692775241,0,2,4,0,Low
27931,327,0.287028829597786,0,5,3,2,Low
27932,217,0.779535130218259,0,2,2,2,Low
27933,27,0.639462709924185,0,4,5,1,Low
27934,313,0.00585024788169364,0,3,2,1,Low
27935,308,0.0595618252698833,0,3,4,1,Low
27936,213,0.044758683733004,0,3,3,1,Low
27937,419,0.723963477713029,0,4,3,0,Low
27938,146,0.833299625556893,1,4,5,2,Low
27939,24,0.291811147522878,0,2,4,1,Low
27940,71,0.84360919851165,1,4,4,4,Low
27941,180,3.57490665749971e-05,0,3,4,2,Low
27942,2,0.378965410337997,0,3,2,1,Low
27943,81,0.472757405980131,0,3,3,1,Low
27944,16,0.610116874472341,0,2,3,0,Low
27945,190,0.447313139465484,0,4,4,1,Low
27946,278,0.369970218288451,0,3,5,2,Low
27947,103,0.811299322016861,1,5,2,2,Low
27948,123,0.381898690987398,0,2,5,1,Low
27949,282,0.932657602802513,1,4,5,2,Low
27950,299,0.953314407573655,1,5,3,1,Low
27951,53,0.0794870350035436,0,4,4,1,Low
27952,381,0.643334743188143,0,4,5,2,Low
27953,58,0.899888499989271,1,2,2,0,Low
27954,49,0.606672094280953,0,5,4,3,Low
27955,112,0.577505678363838,0,4,2,0,Low
27956,193,0.744482843476041,0,3,3,0,Low
27957,267,0.697999087543902,0,3,5,1,Low
27958,108,0.803669811707056,1,5,5,3,Low
27959,29,0.442900605238118,0,4,3,2,Low
27960,92,0.833454864730029,1,3,2,0,Low
27961,258,0.506200966624081,0,3,5,2,Low
27962,357,0.779023844272457,0,5,2,1,Low
27963,44,0.273157917027945,0,2,5,0,Low
27964,267,0.693090025733006,0,4,5,1,Low
27965,307,0.0244029237325248,0,5,3,2,Low
27966,109,0.33246057409949,0,5,4,1,Low
27967,383,0.36120391309023,0,2,5,1,Low
27968,92,0.60172148410892,0,5,3,1,Low
27969,64,0.846192463136417,1,4,3,0,Low
27970,227,0.476375061562593,0,2,4,0,Low
27971,90,0.819528460463297,1,3,4,1,Low
27972,150,0.784613315463277,0,4,4,1,Low
27973,448,0.421372153863479,0,2,4,2,Low
27974,430,0.0872009191356684,0,2,2,0,Low
27975,119,0.323484292429422,0,5,5,1,Low
27976,38,0.506208791005607,0,3,3,1,Low
27977,85,0.771520417303981,0,3,2,1,Low
27978,25,0.198141963543119,0,2,2,0,Low
27979,175,0.715348929765545,0,3,2,1,Low
27980,468,0.644895428407358,0,2,3,1,Low
27981,80,0.320412574751399,0,2,5,1,Low
27982,386,0.772009044963212,0,5,5,2,Low
27983,231,0.403479507838615,0,4,2,1,Low
27984,311,0.934736103456851,1,5,3,0,Low
27985,49,0.733673273095436,0,4,4,1,Low
27986,375,0.259468424243358,0,3,4,0,Low
27987,224,0.622575590318221,0,4,4,3,Low
27988,132,0.0639460340449843,0,5,5,3,Low
27989,10,0.189874811662196,0,3,3,2,Low
27990,478,0.900375417733471,1,2,2,0,Low
27991,315,0.996191069570984,1,5,5,2,Low
27992,225,0.191528473468909,0,4,5,1,Low
27993,18,0.573109106379194,0,3,5,1,Low
27994,294,0.0816576738232302,0,2,5,1,Low
27995,405,0.263193909589249,0,2,2,1,Low
27996,112,0.496954518781193,0,4,3,2,Low
27997,477,0.494582499254914,0,2,3,1,Low
27998,367,0.403524577924707,0,3,4,2,Low
27999,227,0.552344913166209,0,3,5,3,Low
28000,238,0.523771989252461,0,2,4,1,Low
28001,7,0.854334795536243,1,3,4,1,Low
28002,363,0.812529162272213,1,2,5,1,Low
28003,383,0.73106541234937,0,3,4,1,Low
28004,279,0.721258076917322,0,5,5,2,Low
28005,461,0.0820546574116203,0,4,3,2,Low
28006,125,0.974008920353539,1,3,5,2,Low
28007,184,0.433497680272515,0,3,2,2,Low
28008,39,0.761806655945504,0,4,3,2,Low
28009,489,0.596647539877367,0,5,2,2,Low
28010,375,0.801727624745586,1,5,3,1,Low
28011,197,0.775717912784214,0,2,3,1,Low
28012,253,0.779892044376021,0,5,2,0,Low
28013,97,0.853922182682644,1,3,4,1,Low
28014,231,0.322714313489263,0,5,3,1,Low
28015,303,0.135707905698592,0,4,5,1,Low
28016,406,0.523535929831069,0,4,3,0,Low
28017,192,0.23416888524101,0,5,5,2,Low
28018,255,0.882044238362086,1,3,4,1,Low
28019,421,0.531905131427501,0,3,2,1,Low
28020,46,0.0410040412671865,0,2,3,1,Low
28021,170,0.458935757589419,0,3,5,0,Low
28022,4,0.405386639380109,0,3,4,2,Low
28023,137,0.922205282845176,1,2,4,2,Low
28024,421,0.936035301394793,1,2,2,0,Low
28025,221,0.718059214405671,0,3,2,0,Low
28026,98,0.712822622360921,0,5,5,3,Low
28027,248,0.00917273718347145,0,5,4,1,Low
28028,361,0.260264608876067,0,2,5,1,Low
28029,296,0.750022241557246,0,3,4,1,Low
28030,333,0.842293374865065,1,3,5,2,Low
28031,432,0.494626544694591,0,2,3,1,Low
28032,347,0.511927961146443,0,5,3,1,Low
28033,50,0.0340472965773048,0,2,3,1,Low
28034,44,0.0625539014751787,0,3,5,1,Low
28035,497,0.283987987766492,0,4,2,0,Low
28036,258,0.734639445438495,0,5,2,1,Low
28037,83,0.339466729864791,0,5,2,1,Low
28038,200,0.713516989075478,0,4,4,3,Low
28039,450,0.58064484973828,0,4,4,2,Low
28040,154,0.661623354569282,0,2,5,1,Low
28041,180,0.584849565612605,0,3,4,1,Low
28042,485,0.553907020978212,0,3,5,1,Low
28043,326,0.833507375775266,1,2,5,0,Low
28044,143,0.395044225307053,0,4,5,3,Low
28045,165,0.184557975874387,0,3,2,0,Low
28046,346,0.858951271598215,1,3,4,2,Low
28047,136,0.667514223180566,0,3,5,2,Low
28048,296,0.343560090045143,0,5,4,3,Low
28049,129,0.018889613081486,0,3,3,1,Low
28050,491,0.355910164223729,0,4,5,1,Low
28051,60,0.304710222835817,0,5,4,2,Low
28052,308,0.644543203597425,0,2,5,0,Low
28053,72,0.675984501900333,0,2,4,1,Low
28054,435,0.115457060332405,0,3,5,0,Low
28055,368,0.155146893741003,0,4,2,0,Low
28056,420,0.805690007175681,1,3,4,2,Low
28057,193,0.367497990858238,0,5,4,1,Low
28058,186,0.432201277958283,0,3,2,0,Low
28059,465,0.743087048272111,0,2,4,1,Low
28060,185,0.511919429834072,0,2,3,0,Low
28061,165,0.310291134470066,0,3,2,1,Low
28062,257,0.289364854900907,0,2,3,1,Low
28063,422,0.156783818613922,0,2,3,0,Low
28064,194,0.826982310763601,1,5,5,3,Low
28065,144,0.581780597979643,0,3,5,1,Low
28066,491,0.902988105154547,1,4,2,1,Low
28067,453,0.919761144749594,1,5,4,2,Low
28068,308,0.36266169444831,0,2,5,2,Low
28069,346,0.902417776802836,1,3,5,1,Low
28070,47,0.278812403786431,0,4,4,3,Low
28071,456,0.734652565215728,0,2,2,0,Low
28072,153,0.936756538706324,1,4,3,0,Low
28073,77,0.883217658661388,1,5,4,3,Low
28074,115,0.979819660153056,1,3,4,2,Low
28075,69,0.788192108629328,0,4,4,1,Low
28076,65,0.0447699615841303,0,3,4,2,Low
28077,31,0.700538600926513,0,4,5,2,Low
28078,448,0.413794069714847,0,2,2,0,Low
28079,464,0.604553258567534,0,4,5,2,Low
28080,359,0.884658874167316,1,4,4,0,Low
28081,50,0.9993729722617,1,2,3,0,Low
28082,335,0.489167658921147,0,2,5,2,Low
28083,142,0.644637598856294,0,3,4,0,Low
28084,35,0.307520256438551,0,3,4,1,Low
28085,49,0.254788060509698,0,3,3,0,Low
28086,42,0.659182939652711,0,2,5,0,Low
28087,391,0.875415537615105,1,5,4,3,Low
28088,68,0.762922548173666,0,2,4,1,Low
28089,22,0.119706381581613,0,5,2,1,Low
28090,216,0.9754245778774,1,3,3,1,Low
28091,282,0.164508183281974,0,4,5,3,Low
28092,104,0.992157575942434,1,2,5,1,Low
28093,295,0.581053530967307,0,4,2,1,Low
28094,301,0.408241156607216,0,3,3,0,Low
28095,33,0.977520469598316,1,3,2,1,Low
28096,146,0.974349605237516,1,3,5,0,Low
28097,471,0.14781434445267,0,2,4,0,Low
28098,135,0.679276620602513,0,2,2,0,Low
28099,411,0.951509244140583,1,4,3,2,Low
28100,55,0.93863439509805,1,2,2,0,Low
28101,457,0.0453082826635274,0,2,2,0,Low
28102,323,0.739326193995772,0,5,5,3,Low
28103,298,0.708163655481702,0,2,4,1,Low
28104,198,0.614827301997514,0,3,4,2,Low
28105,305,0.65986779910286,0,5,3,0,Low
28106,98,0.00489248462721392,0,4,4,2,Low
28107,346,0.205837114798849,0,3,5,1,Low
28108,262,0.801840605949271,1,3,4,1,Low
28109,468,0.604181016730841,0,5,2,2,Low
28110,485,0.0401341036238226,0,3,4,1,Low
28111,258,0.393831423101853,0,3,5,1,Low
28112,458,0.624576506156555,0,3,5,1,Low
28113,430,0.217710688837095,0,3,2,1,Low
28114,473,0.357798621840974,0,2,4,0,Low
28115,238,0.591147896205034,0,2,2,0,Low
28116,463,0.631887682761303,0,3,2,0,Low
28117,322,0.851469138364328,1,3,5,2,Low
28118,40,0.200943209729109,0,5,2,2,Low
28119,412,0.584898452234823,0,5,2,2,Low
28120,466,0.618095179808168,0,2,2,0,Low
28121,32,0.971135447629993,1,5,3,2,Low
28122,29,0.559445920995997,0,2,5,0,Low
28123,128,0.063023603649728,0,5,4,1,Low
28124,340,0.11616479513072,0,2,2,1,Low
28125,420,0.546584846533056,0,2,4,1,Low
28126,480,0.782733692961736,0,5,5,1,Low
28127,113,0.818396939628463,1,3,2,1,Low
28128,183,0.11130906667657,0,4,5,3,Low
28129,75,0.03261607025016,0,2,3,0,Low
28130,33,0.968954870468674,1,5,5,2,Low
28131,447,0.731088232669866,0,5,5,3,Low
28132,8,0.806515879079727,1,2,3,0,Low
28133,44,0.754719132766336,0,5,5,3,Low
28134,146,0.121923531984755,0,3,5,2,Low
28135,449,0.0399238797708907,0,4,2,1,Low
28136,13,0.178698983822999,0,5,3,1,Low
28137,127,0.385680835314629,0,4,3,2,Low
28138,480,0.812701513527828,1,5,4,1,Low
28139,371,0.623580948264335,0,2,2,1,Low
28140,20,0.786462531566229,0,5,2,1,Low
28141,361,0.399503515310188,0,5,2,1,Low
28142,286,0.558334660572108,0,3,2,0,Low
28143,335,0.272879577277449,0,2,3,1,Low
28144,266,0.802177875676459,1,4,2,0,Low
28145,494,0.816589337844016,1,4,4,2,Low
28146,67,0.474921056942844,0,4,3,2,Low
28147,324,0.729187864927341,0,2,4,0,Low
28148,88,0.436497104585945,0,4,5,3,Low
28149,368,0.431948734584507,0,5,2,1,Low
28150,453,0.0143916996986196,0,2,5,2,Low
28151,322,0.350776398696858,0,4,2,0,Low
28152,475,0.00204452731090521,0,3,3,1,Low
28153,328,0.723156231702518,0,3,4,1,Low
28154,199,0.00980171638799787,0,3,4,2,Low
28155,441,0.436408828629575,0,2,2,0,Low
28156,393,0.0920321347758122,0,3,2,2,Low
28157,34,0.497876915348844,0,3,4,1,Low
28158,345,0.161742181804273,0,5,4,2,Low
28159,164,0.0255127357743912,0,2,5,0,Low
28160,419,0.789888778137722,0,4,2,1,Low
28161,35,0.604164553179438,0,2,2,0,Low
28162,164,0.0875516683362999,0,5,4,1,Low
28163,320,0.121384003604028,0,4,3,2,Low
28164,205,0.848556388694928,1,4,4,1,Low
28165,485,0.786789643305027,0,4,4,2,Low
28166,48,0.0959232710718464,0,4,2,1,Low
28167,329,0.26726111348749,0,5,2,0,Low
28168,312,0.8567294487844,1,5,3,2,Low
28169,353,0.997292451855302,1,4,5,3,Low
28170,209,0.948096860977692,1,3,5,1,Low
28171,395,0.943629683123855,1,2,2,0,Low
28172,58,0.981318282496176,1,5,2,0,Low
28173,368,0.155041371798794,0,3,5,2,Low
28174,98,0.00233105017267621,0,4,3,2,Low
28175,276,0.130943958933391,0,3,4,1,Low
28176,337,0.933490862096605,1,3,4,2,Low
28177,470,0.640583542447806,0,2,3,1,Low
28178,281,0.504400101570443,0,5,5,2,Low
28179,383,0.957825370504203,1,2,4,1,Low
28180,99,0.0651269988023076,0,4,2,1,Low
28181,69,0.395892186805125,0,3,2,1,Low
28182,178,0.602780147085511,0,3,3,1,Low
28183,316,0.389227462057496,0,3,5,3,Low
28184,106,0.611307906481542,0,2,2,1,Low
28185,346,0.924997166057389,1,2,3,1,Low
28186,370,0.550841510677294,0,4,5,2,Low
28187,123,0.435612776394928,0,2,3,1,Low
28188,65,0.434010452053954,0,2,5,1,Low
28189,436,0.879885764028435,1,2,5,2,Low
28190,84,0.0603588770076167,0,3,5,2,Low
28191,282,0.357914699009971,0,4,4,2,Low
28192,360,0.610912996897624,0,3,5,2,Low
28193,10,0.152114791566594,0,4,2,2,Low
28194,323,0.750049782739074,0,3,2,1,Low
28195,428,0.262690905390654,0,2,4,0,Low
28196,61,0.193537829714121,0,5,5,3,Low
28197,395,0.563719472028324,0,2,4,0,Low
28198,470,0.488008904417542,0,5,5,2,Low
28199,417,0.241019777875002,0,4,3,0,Low
28200,367,0.203721650551275,0,3,5,1,Low
28201,82,0.292998583926095,0,4,2,1,Low
28202,155,0.766839826241741,0,4,3,0,Low
28203,98,0.0156492560747201,0,4,5,3,Low
28204,410,0.838888384071587,1,3,2,1,Low
28205,149,0.763166515428411,0,4,2,0,Low
28206,366,0.311774112926273,0,2,5,1,Low
28207,328,0.349663811107129,0,2,3,1,Low
28208,278,0.317992956343099,0,4,2,0,Low
28209,255,0.779804814070793,0,4,4,1,Low
28210,238,0.478391489390295,0,2,3,1,Low
28211,126,0.705824698849742,0,5,5,1,Low
28212,3,0.158362075101203,0,5,2,1,Low
28213,155,0.760510350272817,0,3,3,1,Low
28214,145,0.388082456120134,0,3,5,2,Low
28215,207,0.561611917637936,0,4,3,2,Low
28216,389,0.356446818487941,0,3,4,1,Low
28217,292,0.183411426818471,0,4,2,0,Low
28218,148,0.622598152673355,0,5,5,3,Low
28219,359,0.706760956096024,0,2,4,1,Low
28220,493,0.132761349844694,0,3,3,1,Low
28221,228,0.565034908977037,0,2,4,1,Low
28222,408,0.0458920890683751,0,5,3,1,Low
28223,393,0.0141959486474141,0,2,4,2,Low
28224,464,0.607559092987453,0,3,4,0,Low
28225,179,0.911280603605286,1,4,2,1,Low
28226,266,0.24446047125923,0,4,2,1,Low
28227,271,0.0856318038614063,0,3,3,0,Low
28228,288,0.943470943349355,1,5,5,3,Low
28229,147,0.977701576174013,1,4,5,2,Low
28230,190,0.0587808907887337,0,3,3,1,Low
28231,305,0.9705101890908,1,2,2,0,Low
28232,30,0.502177917603364,0,3,5,2,Low
28233,39,0.214323879709305,0,3,3,1,Low
28234,462,0.01722095874444,0,5,3,3,Low
28235,319,0.442926846697034,0,2,5,0,Low
28236,146,0.220132365325339,0,3,5,1,Low
28237,256,0.490430135230692,0,3,3,1,Low
28238,262,0.80360629165058,1,3,2,2,Low
28239,445,0.877375247966934,1,3,3,1,Low
28240,5,0.540435561303787,0,2,5,2,Low
28241,385,0.568424521205875,0,2,3,1,Low
28242,328,0.203275376819901,0,5,4,2,Low
28243,412,0.956811548943486,1,2,4,0,Low
28244,223,0.885152437858741,1,3,3,2,Low
28245,175,0.110863798012116,0,5,5,2,Low
28246,343,0.118486822675871,0,3,2,0,Low
28247,34,0.72453829708826,0,3,2,0,Low
28248,46,0.717280986072667,0,5,3,2,Low
28249,20,0.80229459022916,1,3,3,0,Low
28250,138,0.0975370470319611,0,4,4,1,Low
28251,413,0.762481092614197,0,4,5,1,Low
28252,290,0.0686363449913535,0,4,5,3,Low
28253,2,0.734500718367656,0,5,4,3,Low
28254,378,0.200712493340177,0,3,3,1,Low
28255,255,0.993822882717196,1,3,2,0,Low
28256,425,0.386227960838251,0,4,3,1,Low
28257,171,0.151185205836911,0,2,5,0,Low
28258,408,0.521874810602097,0,5,4,2,Low
28259,292,0.139078521414581,0,4,4,3,Low
28260,349,0.0533070630455533,0,5,5,4,Low
28261,122,0.916897344729639,1,3,3,2,Low
28262,360,0.0147157198728248,0,3,5,2,Low
28263,381,0.175760992332822,0,3,3,1,Low
28264,83,0.0317827760506266,0,4,3,2,Low
28265,23,0.560207758657828,0,4,3,3,Low
28266,168,0.380217789642995,0,5,2,1,Low
28267,27,0.927258241149286,1,4,2,1,Low
28268,18,0.489309271789403,0,4,2,1,Low
28269,73,0.813105919511643,1,2,5,2,Low
28270,426,0.478846288717602,0,3,3,0,Low
28271,204,0.0989145141400014,0,4,5,3,Low
28272,93,0.494256773450413,0,4,4,2,Low
28273,383,0.321918872652903,0,3,2,0,Low
28274,358,0.16191655595878,0,3,2,0,Low
28275,332,0.64615494405461,0,3,5,1,Low
28276,106,0.898318725946489,1,2,4,1,Low
28277,334,0.372482975896007,0,4,5,1,Low
28278,273,0.287798071164266,0,5,3,1,Low
28279,312,0.835023645445142,1,3,5,1,Low
28280,417,0.722942118190935,0,5,5,3,Low
28281,213,0.969455360033571,1,3,2,1,Low
28282,451,0.706352028355056,0,3,3,2,Low
28283,266,0.770446552768363,0,3,3,1,Low
28284,173,0.264053735504874,0,4,5,1,Low
28285,6,0.95988018104356,1,3,5,2,Low
28286,349,0.109832802462242,0,2,5,2,Low
28287,64,0.770715441661738,0,2,5,1,Low
28288,349,0.203760173935898,0,2,2,0,Low
28289,134,0.252824831028775,0,2,3,0,Low
28290,106,0.227475429169815,0,3,5,3,Low
28291,178,0.702969353107658,0,2,5,2,Low
28292,172,0.438260773433809,0,5,5,3,Low
28293,321,0.774716038814555,0,2,4,0,Low
28294,499,0.0326831742360005,0,5,3,3,Low
28295,240,0.0855609961854964,0,3,2,1,Low
28296,106,0.118975973718861,0,3,2,1,Low
28297,473,0.139551449087142,0,2,4,2,Low
28298,422,0.621110752901323,0,5,2,1,Low
28299,124,0.327459078532594,0,3,5,1,Low
28300,167,0.883540688804583,1,2,3,1,Low
28301,307,0.0683680920770634,0,2,4,1,Low
28302,282,0.566335367295051,0,3,2,0,Low
28303,308,0.642561774272852,0,5,2,2,Low
28304,266,0.928327316713254,1,5,5,1,Low
28305,149,0.587856033316459,0,2,3,0,Low
28306,393,0.404375637567006,0,4,5,3,Low
28307,94,0.3861811382956,0,4,2,1,Low
28308,424,0.51922354935864,0,5,4,3,Low
28309,225,0.0457095122363375,0,5,5,3,Low
28310,25,0.33744499481699,0,5,2,0,Low
28311,145,0.317443302233187,0,4,4,1,Low
28312,498,0.132649567982886,0,4,4,1,Low
28313,145,0.553278164096699,0,5,5,2,Low
28314,414,0.0223243056029316,0,3,5,1,Low
28315,70,0.288507025706021,0,2,2,0,Low
28316,397,0.997705114747912,1,4,4,2,Low
28317,500,0.928219763912439,1,3,3,2,Low
28318,337,0.679142958605094,0,5,2,2,Low
28319,186,0.659802681851497,0,3,2,0,Low
28320,5,0.172588031788221,0,2,5,1,Low
28321,461,0.90978944263401,1,2,2,0,Low
28322,366,0.894197758945501,1,4,4,1,Low
28323,153,0.331883883177796,0,2,3,0,Low
28324,189,0.480594553159849,0,2,5,1,Low
28325,94,0.876402151202558,1,2,2,0,Low
28326,327,0.733309470073902,0,3,3,1,Low
28327,237,0.484090804042713,0,5,2,2,Low
28328,314,0.403877510034108,0,5,4,1,Low
28329,103,0.492248376706822,0,2,4,1,Low
28330,345,0.723081745386975,0,5,5,3,Low
28331,246,0.956917001145953,1,3,2,1,Low
28332,480,0.386178358344549,0,4,3,0,Low
28333,165,0.255081246070537,0,5,5,4,Low
28334,109,0.606730769463369,0,3,5,3,Low
28335,200,0.540091185450535,0,3,4,1,Low
28336,320,0.459176155500204,0,2,3,0,Low
28337,327,0.112414541456092,0,4,2,0,Low
28338,114,0.981777532739592,1,5,3,1,Low
28339,273,0.103350781914708,0,4,4,1,Low
28340,40,0.467460152793032,0,5,4,2,Low
28341,470,0.385782596533611,0,3,3,1,Low
28342,485,0.526532229635083,0,3,2,0,Low
28343,118,0.260108065641484,0,4,3,2,Low
28344,5,0.770983724953962,0,5,4,2,Low
28345,48,0.71843449849019,0,5,5,3,Low
28346,322,0.179368835997842,0,3,3,1,Low
28347,213,0.462129580773619,0,2,2,1,Low
28348,376,0.336788285993053,0,4,5,1,Low
28349,274,0.405531997938867,0,3,3,0,Low
28350,161,0.159276112704634,0,5,3,2,Low
28351,109,0.546229546865153,0,4,2,1,Low
28352,476,0.609685840893979,0,3,3,2,Low
28353,334,0.385096543776498,0,2,4,1,Low
28354,399,0.987697502226709,1,4,3,1,Low
28355,62,0.492138482983316,0,2,2,0,Low
28356,278,0.990225661017323,1,3,2,1,Low
28357,364,0.416225114239347,0,2,4,0,Low
28358,405,0.497802384767219,0,5,2,2,Low
28359,386,0.260129001730677,0,5,2,2,Low
28360,53,0.510434745895291,0,3,4,0,Low
28361,443,0.429187437790904,0,5,3,2,Low
28362,460,0.511589255061487,0,2,5,1,Low
28363,389,0.0753103984438384,0,4,4,1,Low
